fips,year,pm25
37123,2004,13.1172092026468
37123,2005,13.3682784476538
37123,2006,13.7003461470131
37123,2007,13.1077332034815
37123,2008,11.5458656714616
37123,2009,9.63599111156147
37123,2010,10.5510605262095
37123,2011,10.0321114765631
37123,2012,9.00566426545841
37123,2013,8.0291631828761
37123,2014,8.62789124027712
37123,2015,7.90642915057596
37123,2016,7.59135301198347
37033,2000,13.4458050665843
37033,2001,12.7563846934005
37033,2002,12.1163026090965
37033,2003,11.7575186196309
37033,2004,12.5031824356903
37033,2005,12.8165882286491
37033,2006,12.6565298532799
37033,2007,12.5738561072561
37033,2008,11.2259406193536
37033,2009,8.67060929430071
37033,2010,9.75581585454663
37033,2011,8.96767506446359
37033,2012,8.46122903640056
37033,2013,7.63999505822083
37033,2014,8.01293360426445
37033,2015,7.4492921609736
37033,2016,6.71750767182048
37081,2000,14.9692342236206
37081,2001,14.1760559189658
37081,2002,13.5306720346192
37081,2003,13.0574610486952
37081,2004,13.8366248384111
37081,2005,14.1495089690538
37081,2006,13.6284761498446
37081,2007,13.4425784808141
37081,2008,11.8796171195545
37081,2009,10.0168094524785
37081,2010,10.7264531110033
37081,2011,9.99231815527806
37081,2012,9.45758349200593
37081,2013,8.27786999891455
37081,2014,8.85753300852401
37081,2015,8.26190648237837
37081,2016,8.00908380656245
37135,2000,13.9368392245256
37135,2001,13.2328586068968
37135,2002,12.7923807025369
37135,2003,12.3686718036201
37135,2004,12.9940353854501
37135,2005,12.7857927263119
37135,2006,13.0698389557303
37135,2007,12.5735866635976
37135,2008,11.5260060680688
37135,2009,9.15590407702656
37135,2010,9.98697956741944
37135,2011,9.37800395962042
37135,2012,8.91977756289142
37135,2013,8.03075533038973
37135,2014,8.75647743883641
37135,2015,7.86102188201661
37135,2016,7.50082798353492
37105,2000,15.0282531341029
37105,2001,14.1205091125726
37105,2002,13.2549941971253
37105,2003,12.7958993671641
37105,2004,13.5697388994379
37105,2005,13.7092956493118
37105,2006,14.0488045138247
37105,2007,13.2890565961386
37105,2008,12.0880934387295
37105,2009,9.9609590446949
37105,2010,10.6752746706386
37105,2011,10.4108655399909
37105,2012,9.47503299503642
37105,2013,8.50483440813389
37105,2014,9.03718299508015
37105,2015,8.28561065519896
37105,2016,8.13490843912118
37125,2000,14.1209149114436
37125,2001,13.2536398728088
37125,2002,12.5523441768145
37125,2003,12.4556750120003
37125,2004,13.4266894437422
37125,2005,13.3824020345492
37125,2006,13.8025017972792
37125,2007,12.9228664719136
37125,2008,11.8451105303684
37125,2009,9.81141707783616
37125,2010,10.5381103309345
37125,2011,10.0628295094156
37125,2012,9.16661246647603
37125,2013,8.19315964614304
37125,2014,8.86154520018473
37125,2015,7.73640151891307
37125,2016,7.66495072154808
37145,2000,12.7209118540759
37145,2001,12.566104781724
37145,2002,11.7112527113001
37145,2003,11.5163691635209
37145,2004,12.0652824309014
37145,2005,12.251076419497
37145,2006,12.2705084141469
37145,2007,12.1515435957625
37145,2008,10.9318471300964
37145,2009,8.48625134523941
37145,2010,9.48772009285211
37145,2011,8.88547788272588
37145,2012,8.2112170164695
37145,2013,7.47109541897272
37145,2014,8.14531527455769
37145,2015,7.13583857024892
37145,2016,6.6383723175526
37085,2000,14.4300203758016
37085,2001,13.3206425680884
37085,2002,12.8592391854562
37085,2003,12.5032502839835
37085,2004,13.0185562625972
37085,2005,13.2500735799557
37085,2006,13.670445383594
37085,2007,12.8251695362741
37085,2008,12.0457823790163
37085,2009,9.51156612348743
37085,2010,10.3637765952099
37085,2011,10.0510938191448
37085,2012,9.15806494005475
37085,2013,8.31405405578581
37085,2014,9.20930671003121
37085,2015,8.26038459013063
37085,2016,8.12542351147554
37183,2000,15.3921166581142
37183,2001,14.3194586034319
37183,2002,13.8602913196851
37183,2003,13.1599822032822
37183,2004,13.6205499827816
37183,2005,13.8864885368181
37183,2006,14.1436779441065
37183,2007,13.4669859832656
37183,2008,12.5274146183487
37183,2009,10.0493348313421
37183,2010,10.7582063335789
37183,2011,10.4031980873493
37183,2012,9.45006147208354
37183,2013,8.48889663495345
37183,2014,9.27067289927036
37183,2015,8.71659641532711
37183,2016,8.82486768632044
37063,2000,15.3982129669886
37063,2001,14.2683847662195
37063,2002,13.7225861643727
37063,2003,13.2234891964477
37063,2004,13.954002430344
37063,2005,13.8332809161278
37063,2006,14.1205055913438
37063,2007,13.614374484265
37063,2008,12.4314707940249
37063,2009,9.89620652368599
37063,2010,10.756234921764
37063,2011,10.2890701846738
37063,2012,9.58222481845177
37063,2013,8.48907023450661
37063,2014,9.37484677954682
37063,2015,8.8159892948029
37063,2016,8.56045924239722
37101,2000,13.948997111246
37101,2001,13.4390438527268
37101,2002,12.8836719117008
37101,2003,12.1908048965223
37101,2004,12.5714363080995
37101,2005,13.0438981660659
37101,2006,13.2816611206015
37101,2007,12.2012478502057
37101,2008,11.6196319795771
37101,2009,9.26157119055349
37101,2010,10.173917525326
37101,2011,9.95498045085851
37101,2012,9.04480348121324
37101,2013,8.26664701818309
37101,2014,9.09104356704541
37101,2015,7.97602730025531
37101,2016,8.17013956478097
37077,2000,13.3131642881639
37077,2001,12.9145159802559
37077,2002,12.0401984089901
37077,2003,11.5703328311348
37077,2004,12.0078040131397
37077,2005,11.8703134872113
37077,2006,12.5285122027098
37077,2007,12.218563241286
37077,2008,11.0425066130771
37077,2009,8.56618751912775
37077,2010,9.50805725725095
37077,2011,9.12164042000236
37077,2012,8.26283550364503
37077,2013,7.54355702328052
37077,2014,8.35718637045801
37077,2015,7.45782465743193
37077,2016,6.77845238956511
37069,2000,13.3997305898244
37069,2001,12.7593605543459
37069,2002,12.3320893816522
37069,2003,11.5278377188675
37069,2004,11.6498202305361
37069,2005,11.9319330934406
37069,2006,12.4335573991806
37069,2007,11.8915461796319
37069,2008,10.7121362675575
37069,2009,8.49013318896099
37069,2010,9.18774756457187
37069,2011,9.15213947977648
37069,2012,8.10653022589115
37069,2013,7.66918309105565
37069,2014,8.27923424310633
37069,2015,7.5345013528812
37069,2016,7.09082001420782
37191,2000,14.721933795037
37191,2001,13.865582449842
37191,2002,13.3253446001508
37191,2003,12.2260500379318
37191,2004,12.6349830931523
37191,2005,13.3446339664964
37191,2006,13.4029649181523
37191,2007,12.2081023215117
37191,2008,11.805146842923
37191,2009,9.72645571841193
37191,2010,10.1832840358849
37191,2011,10.0852820260351
37191,2012,9.24909622494191
37191,2013,8.37635214803775
37191,2014,9.27173869073508
37191,2015,7.99893227484186
37191,2016,8.31061970196625
37181,2000,13.181218956338
37181,2001,12.6020788853063
37181,2002,12.112328138361
37181,2003,11.4575329845602
37181,2004,11.8756097538507
37181,2005,11.7917168639291
37181,2006,12.4333493640913
37181,2007,12.1382022384504
37181,2008,10.8498468094637
37181,2009,8.45129513256081
37181,2010,9.37437521523353
37181,2011,9.02707875719478
37181,2012,8.05682129786331
37181,2013,7.48595216091271
37181,2014,8.22383414666094
37181,2015,7.64530907187779
37181,2016,6.89931531764467
37185,2000,13.0747865378737
37185,2001,12.1618941797147
37185,2002,11.9060614991427
37185,2003,11.2398575705356
37185,2004,11.5023560454747
37185,2005,11.4041797150638
37185,2006,11.9135724970178
37185,2007,11.7545079972159
37185,2008,10.5231615555407
37185,2009,8.19841343464098
37185,2010,9.14049460978411
37185,2011,8.78996097269009
37185,2012,7.79806407627033
37185,2013,7.35137174390273
37185,2014,7.9967673983204
37185,2015,7.34311988708209
37185,2016,6.62873379409551
37127,2000,14.0033613561266
37127,2001,13.2751289187678
37127,2002,12.6500567208309
37127,2003,11.8484237240607
37127,2004,11.8138529892726
37127,2005,12.2823605293806
37127,2006,12.6019213305941
37127,2007,11.9230792670992
37127,2008,10.9420319048661
37127,2009,8.83415426435142
37127,2010,9.47594105309837
37127,2011,9.39330856645295
37127,2012,8.40828244848179
37127,2013,7.89911774073258
37127,2014,8.72399891292355
37127,2015,7.73081715610893
37127,2016,7.44101998465267
37065,2000,14.2279524607486
37065,2001,13.1992615991392
37065,2002,12.6445801935833
37065,2003,11.666547791756
37065,2004,11.8390630246076
37065,2005,12.2530557515798
37065,2006,12.3824914392506
37065,2007,11.8089348753683
37065,2008,11.0147455040281
37065,2009,8.94743745975116
37065,2010,9.4299170269965
37065,2011,9.19636285234862
37065,2012,8.29039797264814
37065,2013,7.87067510207857
37065,2014,8.68287666381119
37065,2015,7.58982271300354
37065,2016,7.62356727399786
37015,2000,13.2109526201173
37015,2001,11.463421358597
37015,2002,11.5341764746823
37015,2003,10.8310587725764
37015,2004,11.0915482085296
37015,2005,11.2351671226615
37015,2006,11.5386025786421
37015,2007,10.690472464651
37015,2008,10.7169532524817
37015,2009,7.95677036884464
37015,2010,8.85314050842889
37015,2011,8.43176672900896
37015,2012,7.80739505501822
37015,2013,6.94523872570573
37015,2014,7.6509003036961
37015,2015,6.9845050713016
37015,2016,6.46947712597568
37013,2000,11.7501211796632
37013,2001,10.6777275052805
37013,2002,10.117709916434
37013,2003,9.96108181673326
37013,2004,11.2209674835148
37013,2005,11.1353360798856
37013,2006,11.0099477270756
37013,2007,10.3217160302073
37013,2008,10.4758765599468
37013,2009,8.27506254031873
37013,2010,8.66594646200376
37013,2011,8.50960693402939
37013,2012,7.83996900145959
37013,2013,6.90159060790078
37013,2014,7.52622613403792
37013,2015,6.37046435549581
37013,2016,6.21415307683349
37147,2000,13.796507999323
37147,2001,12.6876866717496
37147,2002,12.4267366541482
37147,2003,11.4263463121424
37147,2004,11.95845231147
37147,2005,12.3012824813379
37147,2006,12.285997807749
37147,2007,11.4560680194499
37147,2008,10.962907392719
37147,2009,8.86949162467059
37147,2010,9.39814055203023
37147,2011,9.33434037803433
37147,2012,8.23587116203274
37147,2013,7.84000769131285
37147,2014,8.61546052977853
37147,2015,7.29762371108145
37147,2016,7.44657750674832
37195,2000,14.4835263034226
37195,2001,13.6329062203173
37195,2002,13.228785349941
37195,2003,12.1543786651337
37195,2004,12.4349211252143
37195,2005,12.8960747910232
37195,2006,13.0740029152426
37195,2007,12.0700766648699
37195,2008,11.5118374415313
37195,2009,9.32374913905604
37195,2010,10.047374783919
37195,2011,9.931254152405
37195,2012,8.81124412355145
37195,2013,8.20764923509449
37195,2014,9.09645556968107
37195,2015,7.88650227984539
37195,2016,8.18276146135074
37091,2000,13.5115313528901
37091,2001,11.8735607444804
37091,2002,12.1558866400422
37091,2003,11.1575676105899
37091,2004,10.8770453390464
37091,2005,11.3691106809056
37091,2006,11.5860782620977
37091,2007,10.8263542914268
37091,2008,10.8370509773204
37091,2009,8.07695504594544
37091,2010,9.00985327904387
37091,2011,8.52573356355
37091,2012,7.88400939922078
37091,2013,7.02744799072204
37091,2014,7.52872921345486
37091,2015,7.15907019887203
37091,2016,6.58266831609231
37131,2000,13.7567425622082
37131,2001,12.3768813895268
37131,2002,12.3560484272922
37131,2003,11.30965151345
37131,2004,11.1634129261296
37131,2005,11.4248460928876
37131,2006,11.6689736424118
37131,2007,11.2574781007313
37131,2008,10.4589769035462
37131,2009,8.0606661134058
37131,2010,9.01312480540008
37131,2011,8.53215645215837
37131,2012,7.93394152197452
37131,2013,7.16271878449577
37131,2014,7.70225504636883
37131,2015,7.12452964127307
37131,2016,6.62255160416062
37083,2000,13.6578790057889
37083,2001,12.5579144145224
37083,2002,12.1487647806004
37083,2003,11.4027237370525
37083,2004,11.2698922965867
37083,2005,11.6673509367717
37083,2006,11.894915782239
37083,2007,11.4392114883997
37083,2008,10.4204647617018
37083,2009,8.22134842324363
37083,2010,9.05359158420178
37083,2011,8.75042187135539
37083,2012,7.93675682831493
37083,2013,7.36489101509965
37083,2014,7.94572805534986
37083,2015,7.28654188945152
37083,2016,6.80296535234264
37095,2000,10.7944962966967
37095,2001,9.66260477917969
37095,2002,9.22949577589654
37095,2003,9.11832783111595
37095,2004,11.0676779200214
37095,2005,11.3041357208415
37095,2006,10.780115317149
37095,2007,10.0085324515592
37095,2008,10.7297539826294
37095,2009,7.91848791448381
37095,2010,8.70172185899849
37095,2011,8.1813805522802
37095,2012,7.49122437888247
37095,2013,6.48693996946593
37095,2014,7.19790145449992
37095,2015,6.23663230290762
37095,2016,5.99665611422378
37117,2000,13.2859080190854
37117,2001,11.9619789417973
37117,2002,11.69442270362
37117,2003,10.8422093203816
37117,2004,11.3390287654289
37117,2005,11.5551201935447
37117,2006,11.7426617455155
37117,2007,10.9269632178274
37117,2008,10.5939724774353
37117,2009,8.27741918957973
37117,2010,8.87423917223068
37117,2011,8.65146800804845
37117,2012,7.95656961132286
37117,2013,7.24890697707727
37117,2014,7.99618248870433
37117,2015,6.93870258486921
37117,2016,6.75582474030527
37079,2000,13.8175517566365
37079,2001,12.8572410067495
37079,2002,12.467094057861
37079,2003,11.2790401267122
37079,2004,11.9241731493372
37079,2005,12.2397968159397
37079,2006,12.4312826109345
37079,2007,11.5031956354143
37079,2008,11.0298738558325
37079,2009,8.88585334724505
37079,2010,9.52071450251471
37079,2011,9.44513156800419
37079,2012,8.49786577435644
37079,2013,8.0087925726066
37079,2014,8.74830941988334
37079,2015,7.2155513773639
37079,2016,7.52170318147259
37139,2000,13.8675555446413
37139,2001,11.9591111082501
37139,2002,12.2637903231789
37139,2003,11.2547096445005
37139,2004,12.4630572205537
37139,2005,12.9060506692454
37139,2006,12.7263979463769
37139,2007,11.772446581544
37139,2008,12.0105854740014
37139,2009,9.06554054972288
37139,2010,10.1660474839511
37139,2011,9.27719592269476
37139,2012,8.57409899003871
37139,2013,7.50476200239999
37139,2014,8.49947085632849
37139,2015,7.81105800759855
37139,2016,7.55619042891043
37055,2000,11.3178113649284
37055,2001,10.0155150176664
37055,2002,10.0377187718356
37055,2003,9.7614247331254
37055,2004,12.0311590087641
37055,2005,12.7560690242172
37055,2006,11.3944771788815
37055,2007,10.4635398153032
37055,2008,11.4697157123295
37055,2009,8.32770298398359
37055,2010,9.63896077770764
37055,2011,8.77200165823741
37055,2012,8.03866901346904
37055,2013,6.93612601570866
37055,2014,7.35450451491642
37055,2015,6.61554159935284
37055,2016,6.40776785813815
37053,2000,12.3676609365744
37053,2001,10.4508556845813
37053,2002,10.6700045864981
37053,2003,9.73498920401907
37053,2004,11.2962661125804
37053,2005,11.9048935551244
37053,2006,11.4948135327195
37053,2007,10.7473474974423
37053,2008,11.2731453291944
37053,2009,8.05933936860259
37053,2010,9.23713140562452
37053,2011,8.34623208769537
37053,2012,7.8267144373017
37053,2013,6.73311575757206
37053,2014,7.8288298557922
37053,2015,6.84334593890275
37053,2016,6.64731158874888
37143,2000,12.4183142551396
37143,2001,10.713244493515
37143,2002,11.2011366869112
37143,2003,10.2849891213514
37143,2004,11.2088222157627
37143,2005,11.2711222935762
37143,2006,11.2999491006507
37143,2007,10.7755156482357
37143,2008,11.0741195037602
37143,2009,8.13181379356019
37143,2010,8.8767041286811
37143,2011,8.26966691112979
37143,2012,7.74735385326122
37143,2013,6.74013949355615
37143,2014,7.69314530756504
37143,2015,6.79630313435507
37143,2016,6.42021724594274
37029,2000,12.6006011723217
37029,2001,10.9124384567405
37029,2002,11.1232610056089
37029,2003,9.97311578617615
37029,2004,11.1287812004866
37029,2005,11.4484225933492
37029,2006,11.4906211593147
37029,2007,10.855214325316
37029,2008,11.0145826138751
37029,2009,8.06593332819217
37029,2010,9.12837591435578
37029,2011,8.31971733552525
37029,2012,7.81213384416854
37029,2013,6.81506127437505
37029,2014,7.74626547896135
37029,2015,6.80932064989741
37029,2016,6.49428814441034
37177,2000,11.0127136839761
37177,2001,9.81420939906031
37177,2002,9.77918015431689
37177,2003,9.37281554159352
37177,2004,10.9596548203897
37177,2005,11.0782093441088
37177,2006,10.7882416621252
37177,2007,10.2694533563759
37177,2008,11.1621245509054
37177,2009,7.9268241204929
37177,2010,8.69441402598253
37177,2011,8.07437040406276
37177,2012,7.60383351922427
37177,2013,6.4335084417287
37177,2014,7.29779649306194
37177,2015,6.4417629061816
37177,2016,6.04071350387862
37073,2000,13.2443835291105
37073,2001,11.7054133669572
37073,2002,11.8660793935549
37073,2003,10.7719820639697
37073,2004,10.8183050246086
37073,2005,11.2173764092858
37073,2006,11.3574529991185
37073,2007,10.7295384635493
37073,2008,10.5788629049089
37073,2009,8.01843351484486
37073,2010,8.97282858668669
37073,2011,8.20084917172251
37073,2012,7.83402257366407
37073,2013,6.91412766037275
37073,2014,7.39599494428618
37073,2015,6.9152095654093
37073,2016,6.32126760685745
37187,2000,11.998942209807
37187,2001,10.398059183659
37187,2002,10.2966311947325
37187,2003,9.93359636310598
37187,2004,11.023361277409
37187,2005,11.1477224897906
37187,2006,11.3668365335266
37187,2007,10.406425350346
37187,2008,11.198145173099
37187,2009,8.07486017277669
37187,2010,8.75417232890899
37187,2011,8.24457039025743
37187,2012,7.85997161671551
37187,2013,6.76845094121487
37187,2014,7.57996253900851
37187,2015,6.74573557935202
37187,2016,6.20383200922358
37041,2000,12.9289306542257
37041,2001,11.2912266830464
37041,2002,11.5180058361848
37041,2003,10.5438709974988
37041,2004,11.3384017389191
37041,2005,11.4071942646939
37041,2006,11.6035225439388
37041,2007,10.9035110321511
37041,2008,11.0949955265468
37041,2009,8.28118569430152
37041,2010,9.04813458414875
37041,2011,8.40132834481897
37041,2012,7.98248597753714
37041,2013,7.03461361379652
37041,2014,7.90130447576732
37041,2015,7.1570718022921
37041,2016,6.71450562329957
37167,2000,14.7165725508773
37167,2001,13.0446670345516
37167,2002,12.9077528342079
37167,2003,12.4994359624556
37167,2004,13.4118678470841
37167,2005,13.8629658734668
37167,2006,13.9123633880016
37167,2007,13.7562156234327
37167,2008,11.6528477509237
37167,2009,9.78319745649543
37167,2010,10.5693580345024
37167,2011,10.149067224004
37167,2012,9.13083676071079
37167,2013,8.099686460565
37167,2014,8.85776059890892
37167,2015,8.31010261535931
37167,2016,7.80460785229231
37071,2000,15.5883472441279
37071,2001,13.4170644909276
37071,2002,12.9692588924299
37071,2003,12.6896468128263
37071,2004,13.2413736335268
37071,2005,14.1360892504145
37071,2006,14.0630252736675
37071,2007,13.9166159976963
37071,2008,12.0629152500729
37071,2009,9.87803798517522
37071,2010,10.4766135815487
37071,2011,10.1694568219627
37071,2012,9.2929168514973
37071,2013,8.09189632908993
37071,2014,8.58815948688324
37071,2015,7.97744586871037
37071,2016,8.37393920263298
37007,2000,14.6989066193254
37007,2001,12.6491613284525
37007,2002,12.728880137572
37007,2003,12.3067202037828
37007,2004,13.058391873834
37007,2005,13.6081480413479
37007,2006,13.640768038017
37007,2007,13.4086148908305
37007,2008,11.7020546838193
37007,2009,9.80830953697836
37007,2010,10.7195943111344
37007,2011,10.0747382856986
37007,2012,9.14271267072664
37007,2013,8.31181918826738
37007,2014,8.77490283602998
37007,2015,8.31570889813611
37007,2016,7.84468648681596
37097,2000,14.7376981309217
37097,2001,12.9835850892764
37097,2002,12.2556825692592
37097,2003,12.4505934568294
37097,2004,12.9657520987055
37097,2005,13.7460357091274
37097,2006,13.4672538855374
37097,2007,13.4804333475658
37097,2008,11.3946034707799
37097,2009,9.12647371456662
37097,2010,9.91250662603401
37097,2011,9.41504656886811
37097,2012,8.69566405031596
37097,2013,7.78643461354616
37097,2014,8.25926205331804
37097,2015,7.59826597206437
37097,2016,7.44034525247738
37045,2000,15.578911735615
37045,2001,12.9565067896189
37045,2002,12.1280292757937
37045,2003,12.0292931580509
37045,2004,12.8360595732227
37045,2005,13.4883298934439
37045,2006,13.638482196622
37045,2007,13.1928050106657
37045,2008,11.5482322926982
37045,2009,9.19516751237815
37045,2010,9.80612891719306
37045,2011,9.65499779913598
37045,2012,8.7767727121536
37045,2013,7.63349910445574
37045,2014,8.16836160001949
37045,2015,7.31577393975588
37045,2016,8.00991931344138
37161,2000,15.434485100809
37161,2001,12.9678019546153
37161,2002,12.1044647075915
37161,2003,12.0310167060948
37161,2004,12.6903940480279
37161,2005,13.5039902632589
37161,2006,13.4421910745977
37161,2007,13.2946399828309
37161,2008,11.3671662837265
37161,2009,9.10185097667165
37161,2010,9.9817608481315
37161,2011,9.58218685824271
37161,2012,8.72887624406456
37161,2013,7.61788593224683
37161,2014,7.91991145740149
37161,2015,7.03439142718008
37161,2016,8.12619004320519
37025,2000,15.6062952393521
37025,2001,13.6648620406154
37025,2002,13.4478154710608
37025,2003,13.2314919875594
37025,2004,13.9477818039055
37025,2005,14.7774800308987
37025,2006,14.7580210556078
37025,2007,14.4353423082991
37025,2008,12.2640191650933
37025,2009,10.19293872797
37025,2010,10.9341743221142
37025,2011,10.5439510449564
37025,2012,9.63574913070151
37025,2013,8.35296462459394
37025,2014,9.22209872267786
37025,2015,8.9529889383564
37025,2016,8.50693779408131
37119,2000,16.7606565906205
37119,2001,14.5171209558035
37119,2002,14.5543040631172
37119,2003,13.9586841078079
37119,2004,14.7526465004745
37119,2005,15.6495012205014
37119,2006,15.0771418349513
37119,2007,14.7589577278695
37119,2008,12.814821263559
37119,2009,10.9577137743336
37119,2010,11.670049688508
37119,2011,11.2663820024644
37119,2012,10.4359642240501
37119,2013,8.71372596426214
37119,2014,9.44811908199034
37119,2015,9.16321317561295
37119,2016,9.3684653954374
37109,2000,15.3653421432278
37109,2001,13.1122490023355
37109,2002,12.4625361964991
37109,2003,12.4158742729494
37109,2004,12.8974450718273
37109,2005,13.611638773431
37109,2006,13.5632970509511
37109,2007,13.3101115999261
37109,2008,11.4722174557715
37109,2009,9.22392660192228
37109,2010,9.84172060720569
37109,2011,9.66434268385569
37109,2012,8.88132527637012
37109,2013,7.65163804137188
37109,2014,8.12623502694183
37109,2015,7.48295809842636
37109,2016,7.65819873923025
37179,2000,14.8678343981851
37179,2001,12.7780832450522
37179,2002,12.8299461499514
37179,2003,12.4761983614164
37179,2004,12.8887132751089
37179,2005,13.8979211699641
37179,2006,13.8169504650591
37179,2007,13.5174684058087
37179,2008,11.6709653340251
37179,2009,9.85910631729436
37179,2010,10.8090476385136
37179,2011,10.0828306892449
37179,2012,9.20741242843397
37179,2013,8.25558675828906
37179,2014,9.0946908323938
37179,2015,8.44200919837019
37179,2016,8.0743312478252
37051,2000,15.3138471336651
37051,2001,14.1716187715542
37051,2002,13.4289954700446
37051,2003,13.1816869521712
37051,2004,13.8083023329514
37051,2005,14.001571378906
37051,2006,14.2643524556843
37051,2007,13.3495445257688
37051,2008,12.652343690883
37051,2009,10.1436803272249
37051,2010,10.9354536470585
37051,2011,10.8946673645349
37051,2012,9.76551332700966
37051,2013,8.79733461464572
37051,2014,9.4285875285985
37051,2015,8.49998076883212
37051,2016,8.53784867039724
37093,2000,13.8177454472183
37093,2001,13.0498008729946
37093,2002,12.214199431325
37093,2003,12.205942219092
37093,2004,13.0412927890461
37093,2005,13.2173432977297
37093,2006,13.6268756965658
37093,2007,12.7342741813733
37093,2008,11.9284895895799
37093,2009,9.50141101795795
37093,2010,10.3755512513621
37093,2011,9.97099915011757
37093,2012,9.16013265149074
37093,2013,8.1780872667353
37093,2014,8.96237184710966
37093,2015,7.67014358561752
37093,2016,7.67481798610327
37163,2000,14.3397013360226
37163,2001,13.2218099606807
37163,2002,12.6183886412035
37163,2003,12.1086652048609
37163,2004,12.5781317073386
37163,2005,12.9425619314693
37163,2006,12.8902873021234
37163,2007,12.41131987337
37163,2008,11.9418729263633
37163,2009,9.39301382048579
37163,2010,9.86675925518359
37163,2011,9.82505383619645
37163,2012,9.08476109792685
37163,2013,8.3258762255297
37163,2014,8.97071372234652
37163,2015,7.66166716525396
37163,2016,7.82252473308154
37155,2000,14.168591649672
37155,2001,13.1800200993777
37155,2002,12.272658740524
37155,2003,12.0742219070308
37155,2004,12.959613791937
37155,2005,13.4328765728672
37155,2006,13.6141661925256
37155,2007,12.8852075837599
37155,2008,12.003806326873
37155,2009,9.50217437167006
37155,2010,10.3421869033655
37155,2011,10.0189621139129
37155,2012,9.26600714780519
37155,2013,8.27473436809424
37155,2014,8.78637772948503
37155,2015,7.67969713968893
37155,2016,7.77620669144053
37017,2000,14.183736057852
37017,2001,12.6370544249943
37017,2002,11.872197742896
37017,2003,11.7043942714528
37017,2004,12.5799495215692
37017,2005,12.9574648518031
37017,2006,12.8977860313024
37017,2007,12.3433948626569
37017,2008,11.6520957068902
37017,2009,9.27758191004489
37017,2010,9.72692190271108
37017,2011,9.70629482131071
37017,2012,8.95718487602479
37017,2013,8.18829408835148
37017,2014,8.58182332402765
37017,2015,7.33127004767329
37017,2016,7.45739859567444
37061,2000,13.4391417342477
37061,2001,12.4858059800758
37061,2002,11.8196208256402
37061,2003,11.1087205721001
37061,2004,11.7919176381688
37061,2005,12.2563715781252
37061,2006,11.8323903787444
37061,2007,11.5710986356602
37061,2008,11.1330858892331
37061,2009,8.98441651504523
37061,2010,9.20274244172835
37061,2011,8.98124841511151
37061,2012,8.40018011219239
37061,2013,7.8409175181953
37061,2014,8.23034528422666
37061,2015,6.85271839239657
37061,2016,7.03736541182541
37153,2000,14.5782426812611
37153,2001,13.1163885263257
37153,2002,12.6112201878486
37153,2003,12.4316574136322
37153,2004,13.2924140311436
37153,2005,13.5424331229442
37153,2006,13.5678309392357
37153,2007,13.1246807167847
37153,2008,11.9233499749219
37153,2009,9.88687523998838
37153,2010,10.7947452525531
37153,2011,10.1713749513845
37153,2012,9.22184119469149
37153,2013,8.28695158176701
37153,2014,8.81164225212855
37153,2015,8.14577021230473
37153,2016,8.05586275321534
37165,2000,14.5881904191012
37165,2001,13.104547033366
37165,2002,12.5477107697555
37165,2003,12.4301976101444
37165,2004,13.1300017281127
37165,2005,13.7394590554734
37165,2006,13.7715712798155
37165,2007,13.2446877685365
37165,2008,11.9613498331168
37165,2009,9.75018258983418
37165,2010,10.9714875236766
37165,2011,10.2238509860142
37165,2012,9.38531980481666
37165,2013,8.08399648355874
37165,2014,8.98469445114659
37165,2015,8.26613258530303
37165,2016,8.03516974535935
37129,2000,13.5128046527774
37129,2001,12.1714035208285
37129,2002,11.0352233168768
37129,2003,11.047575672991
37129,2004,12.5675470291606
37129,2005,13.3475262441139
37129,2006,12.6258374189251
37129,2007,12.3505944389346
37129,2008,11.6840783088171
37129,2009,9.65972464442004
37129,2010,9.96355276715506
37129,2011,9.34540202497974
37129,2012,8.80003918065044
37129,2013,7.89013676821785
37129,2014,8.68701882298092
37129,2015,7.49244022190166
37129,2016,7.79634976202462
37019,2000,12.9647420129131
37019,2001,11.3992137673852
37019,2002,10.2595885212287
37019,2003,10.2664673280238
37019,2004,11.8616338825517
37019,2005,12.577771436902
37019,2006,12.0557362739851
37019,2007,11.927669489836
37019,2008,11.1059835362522
37019,2009,8.93533544637356
37019,2010,9.2893158438744
37019,2011,8.91171804112588
37019,2012,8.57715761071285
37019,2013,7.43761352384146
37019,2014,8.12687721727031
37019,2015,6.93518790806701
37019,2016,7.32806007495856
37141,2000,12.9869917205997
37141,2001,11.6865794924103
37141,2002,10.8098892409317
37141,2003,10.705088157249
37141,2004,12.0105442910249
37141,2005,12.7196774850305
37141,2006,11.8607860905367
37141,2007,11.7260845294491
37141,2008,11.1614049188798
37141,2009,9.07791002084529
37141,2010,9.26708504008022
37141,2011,9.13295505238068
37141,2012,8.49965317736941
37141,2013,7.79046574052313
37141,2014,8.16605436263443
37141,2015,6.89147619672178
37141,2016,7.19879056408044
37047,2000,13.5778177049151
37047,2001,11.9093946191707
37047,2002,10.9200392472514
37047,2003,10.7341097856016
37047,2004,12.1158616532717
37047,2005,12.748562030668
37047,2006,12.497473304767
37047,2007,12.0779895244468
37047,2008,11.2326996900475
37047,2009,9.01756652536196
37047,2010,9.55158423410076
37047,2011,9.36249256501361
37047,2012,8.65486245250451
37047,2013,7.78715073269367
37047,2014,8.16476711364138
37047,2015,7.01473646650851
37047,2016,7.40718789586626
37133,2000,13.0596635168847
37133,2001,11.7567536358074
37133,2002,10.8400299621202
37133,2003,10.6950646174233
37133,2004,12.2565242195524
